Código;nombre;precio
ODIS0103;SET 3 CANDADOS ODIS LAMINADO 40 MM ACERO ZINCADO BLISTER (CAN0001003)(E6);19365
ODIS0104;SET 3 CANDADOS ODIS LAMINADO 50 MM ACERO ZINCADO BLISTER(CAN0001006)(E6);25289
ODIS0105;SET CANDADO ODIS CIRC+ ALDABA VANLOCK OFF ROAD 173 BLANCO BLIS (CAN0000917) (E2);75180
ODIS0106;SET AUTO CANDADO ODIS 60 MM OFF ROAD+CADENA 10 MM X 1,4 MTS BT (CAN0000821)(E4);93710
ODIS0300;CERR. SOBREPONER ESTANDAR 110 OISTER S/CAJA NEGRA BLISTER (CEP0000274) (E8);18000
ODIS0305;CERR. SOBREPONER ESTANDAR 111 C/CAJA OISTER NEGRA BLISTER (CEP0000276) (E6);19730
ODIS0310;CERR. SOBREPONER PROFESIONAL 321 ODIS S/CAJA NEGRA BLISTER (CEP0000707) (E6);28960
ODIS0315;CERR. SOBREPONER PROFESIONAL 323 ODIS C/CAJA NEGRA BLISTER (CEP0000711) (E6);27750
ODIS0320;CERR SOBREPONER PROF CORREDERA 393 ODIS C/CAJA NEGRA BLISTER (CEP0000714)(E6);31020
ODIS0321;CERR. POMO OISTER 101 ACCESO LLAVE/POMO LIBRE ACERO INOX BLISTER(CEP0001288)(E6);9510
ODIS0323;CERR. POMO OISTER 101 BAÑO BOTON/EMERGENCIA ACERO INOX BLISTER(CEP0001290)(E6);10540
ODIS0325;CERR. POMO 201 ODIS ACCESO LLAVE / POMO LIBRE BRONCE BLISTER (CEP0000799) (E6);13280
ODIS0330;CERR. POMO 201 ODIS DORM. LLAVE/BOTON BRONCE BLISTER (CEP0000801) (E6);11610
ODIS0332;CERR. POMO 201 ODIS BAÑO SEG EMERG /BOTON BRONCE BLISTER (CEP0000802) (E6);11380
ODIS0334;CERR POMO OISTER Y/O DONCAN 01 DORM LLAVE/BOTON A.INOX BLIST (CEP0001289)(E6);9140
ODIS0355;CERRADURA SOBREP. ELECTRICA 783 ODIS C/CAJA S/TRASNF. BLISTER (CEP0000925) (E5);78540
ODIS0356;CERRADURA POMO 206 DORM. NEGRA ODIS LLA/BOT BLIESTER (CEP0000878)(E5);15410
ODIS0357;CERRADURA POMO 206 BAÑO NEGRA ODIS BOT/SEG BLISTER (CEP0000879)(E5);15830
ODIS0360;TRANSFORMADOR 12 V ODIS P/ CERR. ELECT.781-783 BLISTER (CEP0001034) (E1)(E1);25904
ODIS0361;CAJA METALICA P/CERRADERA UNIVERSAL NEGRA ODIS (CEP0000735) (E1)(E4);7807
ODIS0363;CERR EMB COLONIAL 206 ACCE ODIS EXT FIJO/INT LIBRE C/LLAVE BLIS(CEP0000953)(E4);46410
ODIS0365;CERROJO 501 ODIS LLAVE/SEGURO BRONCE BLISTER (CEP0000049) (E6);23990
ODIS0366;CERR EMB COLONIAL 216 ACCE ODIS C/MAN INT LIBRE/CILIN EXT LLAVE(CEP0001282)(E4);49190
ODIS0367;CERR EMB COLONIAL 216 LOGIA ODIS C/MANILLA INT E EXT LIBRE(CEP0001281)(E4);49190
ODIS0369;CERR DIGITAL SMART  ODIS 8800 CUERPO EMBUTIR COMPACTO NEGRA BT(CEP0001437)(E1);270557
ODIS0395;CERR EMB COLONIAL 206 PATIO-LOGIA ODIS P EXT-INT LIBRE C/LLAVE(CEP0000954)(E4);47700
ODIS0490;CAJA FUERTE RESIDENCIAL ODIS MOD-MINI 4,2 LTS NEGRO 17X23X17 CM (CAJ0000474)(E1);55280
ODIS0495;CAJA FUERTE RESIDENCIAL ODIS MOD-PERS 8,5LTS NEGRO 20X31X20 CM(CAJ0000475)(E1);63622
ODIS0500;CAJA FUERTE RESIDENCIAL ODIS MOD-HOGAR 14,9LTS NEGRO 25X35X25 CM(CAJ0000476)(E1);81525
ODIS0505;CAJA GUARDA LLAVES L MOD-100S C/GANCHO COMB 12X8,9X4,4 CM NEGRO (CAJ0000503)(E1);25690
ODIS0510;CERRADURA TUB CON MANILLA ODIS 203 ACCE LLAVE/MAN NIQUEL M. (CEP0001426)(E6);12750
ODIS0515;CERRADURA TUB CON MANILLA ODIS 203 BAÑO BOTON/SEG EME. NIQUEL M(CEP0001427)(E6);12750
ODIS0520;CERRADURA TUB CON MANILLA ODIS 203 DORMIT LLAV/SEG NIQUEL M.(CEP0001428)(E6);12750
ODIS0525;CERRADURA TUB CON MANILLA ODIS 203 ACCESO LLAV/MAN NEGRO (CEP0001429)(E6);12750
ODIS0530;CERRADURA TUB CON MANILLA ODIS 203 BAÑO BOTON/ SEG EME NEGRO(CEP0001430)(E6);12750
ODIS0535;CERRADURA TUB CON MANILLA ODIS 203 DORMIT LLA/SEG NEGRO (CEP0001431)(E6);12750
PACK-23446-21970;TAL PERC 18V GSB185-LI+ LLAVE IMP INAL GDX 18V-200 (+2BAT-CARG)+ BOLSO MED BOSCH;262636
PACK-23589-23573;TAL PER INAL BOSCH GSB18V-50+ LLAVE IMP GDX18V-200+2BAT+ CARG(06019J22E1);337660
PACK-BASU0002;BASURERO 120 LT VERDE C/TAPA A/DENS MTS (1003113970) + ESCOBILLON PLAST(65255);38480
PACK-BASU0003;BASURERO 120LT GRIS C/TAPA A/DENS MTS (1003113969)+ESCOBILLON PLAST(65255);38480
PACK-CALE0001;CALEFONT IONIZADO 6 LTS MASTER SPLENDID + 2 PILAS PAIRDEER GRANDE (11808);114436
PACK-CALE0007;CALEFONT IONIZADO 7 LTS MASTER SPLENDID + 2 PILAS PAIRDEER GRANDE (11808);107061
PACK-CALE0009;CALEFONT IONIZADO 10 LTS MASTER SPLENDID + 2 PILAS PAIRDEER GRANDE (11808);168100
PACK-CALE0022;CALEFONT IONIZADO 5 LTS JUNKERS GAS LICUADO + 2 PILAS PAIRDEER GRANDE (11808);122347
PACK-CALE0023;CALEFONT IONIZADO 7 LTS JUNKERS GAS LICUADO 7716433124 +2 PILAS GRANDES(11810);143172
PACK-MEGA0002-21412;PACK SOLDADORA MEGA FORCE 130 AMP 220 VOL LINCOLN+ MASCARA FOTOSENSIBLE SOLMAQ;171230
PACK-MEGA0004-21412;PACK SOLDADORA MEGA FORCE 175 A 220 VOL LINCOLN+ MASCARA FOTOSENSIBLE SOLMAQ;281230
PACK-MEGA0008-21412;PACK SOLDADORA MEGA FORCE 300i AMP 220 VOL LINCOLN+ MASCARA FOTOSENCIBLE SOLMAQ;1010110
PACK-SOL0032-21413;SOLD GLINT SOLTEC 180A+PINZAS 140A AL 100 (MEM-220338)+MASC DISEÑO(21413);155130
PACK-SOL0033-21413;SOLDADORA GLINT SOLTEC 140 A + PINZAS 100A AL 100%-MEM-220336+MASCARA 21413;86130
PACK-SOL0080-21413;SOLDADORA MIG WTC-185 DE 220V 185A WELTEC (MEI000220355)+ MASC  DISEÑO (21413);336240
PACK-SOL0081-21413;SOLDAD WTC-300 220V 300A WELTEC(MEI000220300)+MASC SOLDAR DISEÑO(21413);1055250
PACK-SOL0083-21413;SOLD MIG WTC-500 DE 380V 500A WELTEC(MEI000220365)+MASCARA SOLDAR DISEÑO (21413);3297310
PACK-SOL0084-21413;CORT PLASMA WTC CUT-45 DE 220V 40A WELTEC (MER000000145)+MASC DISEÑO(21413);243080
PACK-SOL0085-21413;CORTADORA PLASMA WTC-CUT160 380V/160A WELTEC (MER000000160)+ MASC DISEÑO(21413);1385100
PACK-SOL042-21412;PACK SOLD SOLMAQ MMA-140  220VOL CABLE+P/ELECTR+PINZA T/TIERRA+MASC FOTOS SOLMAQ;94060
PACK-WOOD002;PACK 5 SACOS PELLET WOOD PARA ESTUFA 15 KL (1003438509)(E90);26650
PALA0020;MANGO DE PALA MADERA 1.50 X 1,1/4 (32 - 35MM);2781
PALA0021;PALA PUNTA HUEVO POR 310 X 250 MM S/MANGO CHINA;2543
PALA0030;PALA PUNTA HUEVO C/MANGO LARGO 1.47MTS PREMIUM URO(1003098678)(E6);7470
PANE001;PANEL WPC 3D REVEST MURO INT/EXT 244X16,8CM NUEZ  C/U (170-18MM-NUEZ);7380
PANE003;PANEL WPC 3D REVEST MURO INT/EXT 244 X16,8CM BALSA C/U (168-18MM-BALSA);7380
PANE005;PANEL WPC 3D REVEST MURO INT/EXT 244X16,8CM BALSA/NEGRO C/U (168-18MM-BA/NEG);11660
PANE007;PANEL REVEST MDF MURO INT 244X12,2CM RODON TRIANG ESPINO ROBLE C/U(JM1321PAPER);7380
PANE009;PANEL REVEST MDF MURO INT 244 X 12,2CM RODON 1/2 CAÑA  ARCE C/U (JM1322 PAPER);7380
PANE011;CLIP FIJACION MONTAJE PANEL WPC 4X3CM C/U CJA 100 (WPA-100)(E100);129
PANE013;PANEL WPC 3D REVEST MURO INT/EXT 244X16,8CM NUEZ/NEGRO C/U;9408
PANE015;PANEL PVC T/ MARMOL 3MM X 1,22 X 2.44 CM NEGRO SICILIA (20KG) ZT8849-2;21240
PANE016;PANEL PVC T/ MARMOL 3MM X 1,22 X 2.44 CM BLANCO AMBAR (20KG) (1003869137);21240
PANE017;PANEL PVC T/ MARMOL 3MM X 1,22 X 2.44 CM BEIGE FLORENCI (20KG) JF12203-UV80042;21240
PANE019;PANEL PVC T/ MARMOL 3MM X 1,22 X 2.44 CM GRIS MILAN TEXT (20KG) JF12003-YY88573;21240
PANE021;PANEL PVC T/ MARMOL 3MM X 1,22 X 2.44 CM NEGRO VERONA (20KG) JF12203-UV8803;21240
PANE023;PANEL PVC T/ MARMOL 3MM X 1,22 X 2.44 CM CONC GRIS TEXT (20KG) JF12203-UV8808;21240
PANE025;PANEL PVC T/ MARMOL 3MM X 1,22 X 2.44 CM BLANCO OLAF (20KG) DY2001;19850
PANEL002;TABLERO SOLIDO ALISTONADO PINO FINGER 18 MM X 960 X 2440 BIGSTORE (PFJ189602440);100716
PANEL003;TABLERO SOLIDO ALISTONADO PINO FINGER 30 MM X 90O X 2100 BIGSTORE (PFJ309002100);120036
PANEL004;PILAR SOLIDO LAMINADO PINO FINGER 115 MM X 115MMX 2500 BIGSTORE (PLPFL115152500);51985
PASS0025;ESM. AL AGUA PREMIUM BLANCO PASSOL  GL (101410005)(E4);26130
PASS0032;ESM. AL AGUA PREMIUM BLANCO PASSOL TN 4 GLS (101410003)(E1);80840
PASS0060;SPRAY ESMALTE BLANCO BRILLANTE 400ML PASSOL(101715001)(E12);2380
PASS0065;QUITASARRO GEL PASSOL 1 LTRS (101511002)(E12);6120
PASS0067;MATA RAIZ PASSOL 500 GRS (101511014)(E40);10200
PASS0069;ESM. AL AGUA LINEA DECO BLANCO MATE GALON PASSOL (101412005)(E4);17770
PASS0071;ESM. AL AGUA LINEA DECO BLANCO MATE TINETA 4 GLN PASSOL (101412001)(E1);60450
PASS0073;STAIN IMPREGNANTE ALERCE GL PASSOL (101215007)(4);30930
PASS0075;STAIN IMPREGNANTE CAOBA GL PASSOL (101215009)(4);30930
PASS0077;STAIN IMPREGNANTE INCOLORO GL PASSOL (101215001)(4);30930
PASS0079;STAIN IMPREGNANTE MIEL GL PASSOL (101215003)(4);30930
PASS0081;STAIN IMPREGNANTE NOGAL GL PASSOL (101215011)(4);30930
PASS0083;STAIN IMPREGNANTE OLIVO GL PASSOL (101215005)(4);30930
PASS0085;STAIN IMPREGNANTE ROBLE GL PASSOL (101215013)(4);30930
PASS0087;ESMALTE EPOXICO 2 COMPONENTES GRIS KIT 1 GLN PASSOL (101316005)(4);65660
PASS0089;ESMALTE EPOXICO 2 COMPONENTES AZUL PACIFICO KIT 1 GL PASSOL (101316006)(4);65660
PASS0091;SODA CAUSTICA POTE 1 KG PASSOL (101511012)(20);4710
PASS0093;DESTAPADOR CAÑERIA DESBLOCK (GRANULADO) 700 GRS PASSOL (101511006)(30);4680
PASS0095;DESTAPADOR BIOLOGICO PARA LIMPIAR FOSAS SEPTICAS 946 ML PASSOL (101511010)(12);13480
PASS0097;ANTICORROSIVO NEGRO 1/4 GALON PASSOL (101312012)(6);6480
PASS0099;ANTICORROSIVO NEGRO GALON PASSOL (101312011)(4);18750
PASS0101;ANTICORROSIVO ROJO OXIDO 1/4 GALON PASSOL (101312009)(6);6480
PASS0103;ANTICORROSIVO ROJO OXIDO GALON PASSOL (101312008)(4);18750
PASS0105;ANTICORROSIVO GRIS 1/4 GALON PASSOL (101312015)(6);6480
PASS0107;ANTICORROSIVO GRIS GALON PASSOL (101312014)(4);18750
PASS0109;ANTICORROSIVO GRIS VERDOSO 1/4 GALON PASSOL (101312003)(6);6480
PASS0111;ANTICORROSIVO GRIS VERDOSO GALON PASSOL (101312002)(4);18750
PASS0113;SPRAY ESMALTE BLANCO OPACO  400 MLPASSOL (101715012)(12);2760
PASS0115;SPRAY ESMALTE NEGRO BRILLANTE 400 ML PASSOL (101715002)(12);2760
PASS0117;SPRAY ESMALTE NEGRO OPACO 400 ML PASSOL (101715011)(12);2760
PASS0119;SPRAY ESMALTE  ROJO VIVO  400 ML PASSOL (101715004)(12);2760
PASS0121;SPRAY ESMALTE  AMARILLO 400 ML PASSOL (101715007)(12);2760
PASS0123;SPRAY ESMALTE AZUL 400 ML PASSOL (101715005)(12);2760
PASS0125;SPRAY ESMALTE VERDE  400 ML PASSOL (101715006)(12);2760
PASS0127;SPRAY ESMALTE ALUMINIO 400 ML PASSOL (101715003)(12);2760
PASS0129;SPRAY ESMALTE GRIS BRILLANTE  400 MLPASSOL (101715013)(12);2760
PASS0131;SPRAY METALICO DORADO 400 ML PASSOL (101715009)(12);3510
PASS0133;SPRAY METALICO CROMADO 400 ML PASSOL (101715010)(12);3510
PASS0135;SPRAY NEGRO ALTA TEMPERATURA 400 ML PASSOL (101715008)(12);4840
PASS0137;DESTAPADOR LIMPIADOR DE CAÑERIAS 500 CC PASSOL (101511004)(30);2880
PASS0141;TRIPLE ACCION NEGRO 1/4 GL (ESM-ANTICOR-ESTAB) PASSOL (101323002)(E6);12500
PASS0143;TRIPLE ACCION BLANCO 1 GL (ESM-ANTICOR-ESTAB) PASSOL (101323003)(E4);36650
PASS0145;TRIPLE ACCION NEGRO 1 GL (ESM-ANTICOR-ESTAB) PASSOL (101323001)(E4);36650
PASS0147;LATEX EXTRACUBRIENTE BLANCO GL PASSOL (101413013)(E4);15940
PASS0149;LATEX EXTRACUBRIENTE BLANCO TINETA 4 GLN PASSOL (101413012)(E1);51900
PASS0151;PINTURA PARA TECHO VERDE 1 GL (ZINC, HORMIGON, TEJAS)  PASSOL (101415001)(E4);31900
PASS0153;PINTURA PARA TECHO ROJO 1 GL (ZINC, HORMIGON, TEJAS)  PASSOL (101415002)(E4);31900
PASS0155;PINTURA PARA TECHO NEGRO 1 GL (ZINC, HORMIGON, TEJAS)  PASSOL (101415003)(E4);31900
PASS0159;FIBROTOP IMPREGNANTE ALERCE GL (FIBROC Y SIDING) PASSOL (101414011)(E4);23430
PASS0160;FIBROTOP IMPREGNANTE CAOBA GL (FIBROC Y SIDING) PASSOL (101414012)(E4);23430
PASS0162;FIBROTOP IMPREGNANTE NEGRO GL (FIBROC Y SIDING) PASSOL (101414014)(E4);23430
PAST0010;PASTO SINTETICO  6 MM 3.75 MT ANCHO VALOR M-LINEAL (ROLLO 20 MT)  GVE;18190
PAST0011;PASTO SINTETICO 20 MM 2.00 MT ANCHO VALOR M-LINEAL (ROLLO 25 MTS) GVE;23600
PAT0003;PATA PATA MOTOR HONDA GX160  5,5 HP (78KG) HCR-80 ENERGY POWER;1108760
PAT0010;PATA PATA MOTOR HONDA GX100 3 HP (68 KLS)  HCR70-H ENERGY POWER;1123050
PERF001;PERFIL ALUMINIO ESQ. INTERIOR  (W) P/PANEL PVC PLATEADO 2,5 MT;4140
PERF002;PERFIL ALUMINIO ESQ. EXTERIOR (V) P/PANEL PVC PLATEADO 2,5 MT;4140
PERF003;PERFIL ALUMINIO TERMINACION (J) P/PANEL PVC PLATEADO 2,5 MTS;4140
PERF004;PERFIL ALUMINIO UNION (T) P/PANEL PVC PLATEADO 2,5 MTS;4170
PERF005;PERFIL ALUMINIO ESQ. INTERIOR  (W) P/PANEL PVC NEGRO 2,5 MT;4140
PERF006;PERFIL ALUMINIO ESQ. EXTERIOR (V) P/PANEL PVC NEGRO 2,5 MT;5990
PERF007;PERFIL ALUMINIO TERMINACION (J) P/PANEL PVC NEGRO 2,5 MTS;4140
PERF008;PERFIL ALUMINIO UNION (T) P/PANEL PVC NEGRO 2,5 MTS;4140
PERN0050;"PERNO COCHE ACERO G2 NEGRO UNC TN 1/4 X 1"" 100  (PPBY-100) (E100)";80
PERN0051;"PERNO COCHE ACERO G2 NEGRO UNC TN 1/4 X 1 1/4""  (PPCF-100) (E100)";80
PERN0052;"PERNO COCHE ACERO G2 NEGRO UNC TN 1/4 X 2 1/2"" 100 (PPCG-100) (E100)";130
PERN0053;"PERNO COCHE ACERO G2 NEGRO UNC TN 1/4 X 1 1/2""  (PPCE-100) (E100)";90
PERN0054;"PERNO COCHE ACERO G2 NEGRO UNC TN 1/4 X 2""  (PPBZ-100) (E100)";110
PERN0055;"PERNO COCHE ACERO G2 NEGRO UNC TN 1/4 X 3"" (PPCA-100) (E100)";150
PERN0057;"PERNO COCHE ACERO G2 NEGRO UNC TN 5/16 X 1""  (PPDF-100) (E100)";130
PERN0058;"PERNO COCHE ACERO G2 NEGRO UNC TN 5/16 X 1 1/4""  (PPDN-100) (E100)";150
PERN0059;"PERNO COCHE ACERO G2 NEGRO UNC TN 5/16 X 2""  (PPDG-100) (E100)";210
PERN0060;"PERNO COCHE ACERO G2 NEGRO UNC TN 5/16  X 3""  (PPDH-100) (E100)";270
PERN0061;"PERNO COCHE ACERO G2 NEGRO UNC TN 5/6 X 4""  (PPDI-100) (E100)";340
PINO0065;PINO BRUTO IMPREGNADO 1 X 4 (E240);4070
PINO0066;PINO BRUTO IMPREGNADO 1 X 5 (E192);4694
PINO0070;PINO BRUTO IMPREGNADO 2 X 2 (E240);3476
PINO0075;PINO BRUTO IMPREGNADO 2 X 3 (E168);5690
PINO0076;PINO BRUTO IMPREGNADO 2 X 4 (E120);7440
PINO0150;TABLA FORRO MSD 3/4 X 5 (E370);3820
PINO0165;TABLA PISO 1 X 4 (E312);3920
PINO0170;TABLA PISO 1 X 5 X (E250);7680
PINO0171;FORRO CABAÑA IMPREGNADO 1 X 4 (E-264) MEDIA LUNA;3790
PINO0174;TABLA PISO TERRAZA IMPREGNADO 1.1/2 X 5 (E144);8050
PINO0175;TABLA PISO TERRAZA IMPREGNADO 1.1/2 X 4 (E160);5830
PINO0197;POLIN IMPREGNADO CALIBRADO 3-4 PULG - 2.65MT (E110);4136
PIS0005;PISTOLA MIG(250-300.AMP)4MT TIPO BINZEL(MB25AK)EIS;73640
PIS0006;PISTOLA MIG(350-400AMP)4MT TIPO BINZEL;108420
PISO0043;PISO FLOT. ALMENDRO (3725-EFLOOR) 8 MM (CJ 2,4 M2)  (E60);22500
PISO0045;PISO FLOT. ARENA (9077840 -EFLOOR) 8 MM (CAJA 2,4 M2)  (E60);20616
PISO0049;PISO FLOT. ESPINO (6026 -EFLOOR) 8 MM (CJA 2,4 M2)(1003432385)(E70);20616
PISO0059;PISO FLOTANTE (EFLOOR) 8MM BLANCO VERANDA (CJA 2.4 M2)(E 60 CJS)(1003094620);20616
PISO0064;ESPUMA NIVELADORA PISO FLOTANTE 3 MM ROLLO 10 MTS (E1rollo);6800
PISO0549;PISO FLOTANTE (EFLOOR) 8MM CASTAÑO (CJA 2.4 M2)  (E60cjs);20616
PISO0551;PISO FLOTANTE (EFLOOR) 8MM ALGARROBO (CJA 2.4 M2)  (E60cjs) 1003317957;20616
PISO0554;PISO FLOTANTE (EFLOOR) 8MM ROBLE MONTAÑA (CJA 2.4 M2)(E60) 1003094631;20616
PISO0557;PISO FLOTANTE (EFLOOR) 8MM ROBLE ANTIGUO (CJA 2.4 M2)  (E60cjs) 1003094625;20616
PISO0624;PISO VINILICO SPC 5MM+1MM KBW1024-6 LENGA EFLOOR (CJA 2,2MT2)(1003368937)(E55);28358
PISO0625;PISO VINILICO SPC 5MM+1MM WS478-1 ABETO EFLOOR (CJA 2,2MT2)(1003693417)(E55);28358
PISO0626;PISO VINILICO SPC 5MM+1MM MX190L-31 ABEDUL EFLOOR (CJA 2,2MT2)(1003693421)(E55);28358
PISO0627;PISO VINILICO SPC 5MM+1MM PECAN EFLOOR (CJA 2,2MT2)(1003750413)(E55);28358
PISO0628;PISO FLOT ROBLE CARBON  (MATT-BLACK-VIFLOORING) 8,3 MM (CAJA 1,895 M2) (E70);16278
PISO0629;PISO FLOT ROBLE MADERA (OAK-ROBLE-VIFLOORING) 8,3 MM (CAJA 1,895 M2) (E70);20616
PISO0630;PISO FLOT GRIS RUSTICO  (IP16-80078-VIFLOORING) 8,3 MM (CAJA 1,895 M2) (E70);16278
PISO0631;PISO FLOT MADERA CANELA (6670-VIFLOORING) 8,3 MM (CAJA 1,895 M2) (E70);16278
PISO0632;PISO FLOT GRIS ARTICO (18049-5-VIFLOORING) 8,3 MM (CAJA 1,895 M2) (E70);16278
PISO0640;GUARDAPOLVO HDF ROBLE CARBON C/GUIA 15x60x2400 mm (MATT-BLACK-VIFLOORING)(E10);5380
PISO0641;GUARDAPOLVO HDF ROBLE MADERA C/GUIA 15x60x2400 mm (OAK ROBLE-VIFLOORING)(E10);5380
PISO0642;GUARDAPOLVO HDF GRIS ARTICO C/GUIA 15x60x2400 mm (18049-5-VIFLOORING)(E10);5380
PISO0643;GUARDAPOLVO HDF MADERA CANELA C/GUIA 15x60x2400 mm (6670-VIFLOORING)(E10);5380
PISO0644;GUARDAPOLVO HDF GRIS RUSTICO C/GUIA 15x60x2400 mm (IP16-80078-VIFLOORING)(E10);5380
PISO0645;PISO VINILICO SPC 4MM +1MM CENIZA (AJ8008-4) EFLOOR (CJA 2.22M2)(E65);25507
PISO0647;PISO VINILICO SPC 4MM+1MM MAPLE (AJ8004-4) EFLOOR (CJA 2.22M2)(E65);25507
PISO0649;PISO VINILICO SPC 5MM+1MM SAUCE (WS7141-44) EFLOOR  (CJA2.22M2)(E55);28615
PISO0651;PISO VINILICO SPC 5MM+1MM IPE (WS173-4) EFLOOR (CJA 2.22M2)(E55);28615
PISO0653;PISO VINILICO SPC 5MM+1MM BAOBA (WS7038-8) EFLOOR  (CJA 2.22M2)(E65);28615
PISO0655;PISO VINILICO SPC 5MM+1MM GRIS BASALTO (WS9707-8) EFLOOR (CJA 1.86 M2)(E63);27694
PISO0657;PISO VINILICO SPC 5MM+1MM GRIS LONDRES (WS8171-5) EFLOOR  (CJA 1.86 M2)(E63);27694
PL0150;(CD) ASPAS ALISADORA (BPM100) JUEGO 4 ASPAS ENERGY POWER;29290
PL0500;PLACA COMPACTADORA C90 MOTOR HONDA 5,5, HP 5.000gpm 56X47 cm 20 KN E.POWER;596430
PL0600;(CD) PLACA COMPACTADORA C90 MOTOR HONDA 5,5 HP 5.000gpm 64X54 cm 18KN E.POWER;778050
PL0700;P.COMPACTADORA C80 MOTOR HONDA 5,5, HP 5000gpm 45x48 cm 15KM c/est.agua E.POWER;661360
PL0850;P.COMPACTADORA RC330 MOTOR HONDA 13 HP 5000gpm  83X64 cm 38 KN  250kl E.POWER;1740520
PL0900;P.COMPACTADORA (RC330) MOTOR KAMA 9 HP DIESEL P/E 83X64 cm 38 KN 250 kl  E.POWER;2037020
PLAC001;PLACA COMPACTADORA BENC MOTOR 6,5HP  70X50CM IMPACTO 2,1 TON CORVIMET(PLC-B6.5);1062010
PLAN0003;"(CD) CAÑERIA PLANZA   1/2"" (6 BAR)  ROLLO 100 MTS";27220
PLAN0005;"(CD) CAÑERIA PLANZA  3/4"" (6 BAR)  ROLLO 100 MTS";61170
PLAN0008;"(CD) CAÑERIA PLANZA  1"" (6 BAR)  ROLLO 100 MTS";67960
PLAN0010;"(CD CAÑERIA PLANZA  1 1/4 "" (6 BAR)  ROLLO 100 MTS";81940
PLAN0012;"(CD) CAÑERIA PLANZA  1 1/2 "" (6 BAR)  ROLLO 100 MTS";135860
PLAN0014;"(CD) CAÑERIA PLANZA  2 "" (6 BAR)  ROLLO 100 MTS";187810
PLAN0016;"CAÑERIA PLANZA  3 "" (6 BAR)  ROLLO 50 MTS";284760
POLI0021;PLANCHA POLICARBONATO ONDULADA BRONCE O/ZINC 0,5 MM 0,81X 2 MT (PC101105);10550
POLI0022;PLANCHA POLICARBONATO ONDULADA BRONCE O/ZINC 0,5 MM 0,81X 2.5 MT (PC101205);13230
POLI0023;PLANCHA POLICARBONATO ONDULADA BRONCE O/ZINC 0,5 MM 0,81 X 3 MT (PC101305);16020
POLI0024;PLANCHA POLICARBONATO ONDULADA BRONCE 0/ZINC 0,5 MM 0,81X 3.66 MT (PC101505);19670
POLI0025;POLICARBONATO ALVEOLAR 1.05 X 2.90 X 4 MM TRANSPARENTE (PAD104101);18000
POLI0030;POLICARBONATO ALVEOLAR 2.10 X 2.90 X 4 MM TRANSPARENTE (PAD214101);38370
POLI0031;POLICARBONATO ALVEOLAR 1.05 X 2.90 X 4 MM OPAL (PAD104104);12947
POLI0032;POLICARBONATO ALVEOLAR 2.10 X 2.90 X 4 MM OPAL (PAD214104);26499
POLI0033;POLICARBONATO ALVEOLAR 1.05 X 2.90 X 4 MM BRONCE (PAD104105);20740
POLI0034;POLICARBONATO ALVEOLAR 2.10 X 2.90 X 4 MM BRONCE (PAD214105);40330
POLI0035;PERFIL U POLICARBONATO TERMINACION  PARA 4/6 MM 2,10 TIRA (PA992141);4230
POLI0036;POLICARBONATO ALVEOLAR 1.05 X 2.90 X 6 MM TRANSPARENTE (PAD106101);28340
POLI0037;POLICARBONATO ALVEOLAR 2.10 X 2.90 X 6 MM TRANSPARENTE (PAD216101);56280
POLI0038;POLICARBONATO ALVEOLAR 1,05 X 2.90 X 8 MM TRANSPARENTE (PA108101);42260
POLI0039;POLICARBONATO ALVEOLAR 2.10 X 2.90 X 8 MM TRANSPARENTE (PA218101);83000
POLI0040;PERFIL H POLICARBONATO CONECTOR PARA 4/6 MM 2.90 TIRA (PA991141);13750
POLI0041;PERFIL U POLICARBONATO TERMINACION 2.10  X  6/8/10 MM TIRA (PA992181);4949
POLI0042;POLICARBONATO ALVEOLAR 1.05 X 2.90 X 6 MM BRONCE (PAD106105);21659
POLI0043;POLICARBONATO ALVEOLAR 1.05 X 2.90 X 6 MM OPAL (PAD106104);21659
POLI0044;POLICARBONATO ALVEOLAR 2.10 X 2.90 X 6 MM BRONCE (PAD216105);43439
POLI0046;POLICARBONATO ALVEOLAR 2.10 X 2.90 X 6 MM OPAL (PAD216104);43439
POLI0050;CINTA FILTER TAPE SELLO P/POLICARBONATO 25 MM X 11 MTS;29122
POLI0060;PLANCHA POLICARBONATO ONDULADA TRANSP O/ZINC 0,7 MM 0,81X 2 MT (PC102101);9184
POLI0062;PLANCHA POLICARBONATO ONDULADA BRONCE O/ZINC 0,7 MM 0,81X 2 MT (PC102105);9184
POLI0064;PLANCHA POLICARBONATO ONDULADA OPAL O/ZINC 0,7 MM 0,81X 2 MT (PC102104);9184
POLI0066;PLANCHA POLICARBONATO ONDULADA TRASP O/ZINC 0,7 MM 0,81X 2,5 MT (PC102201);11362
POLI0068;PLANCHA POLICARBONATO ONDULADA BRONCE O/ZINC 0,7 MM 0,81X 2,5 MT (PC102205);11362
POLI0070;PLANCHA POLICARBONATO ONDULADA OPAL O/ZINC 0,7 MM 0,81X 2,5 MT (PC102204);11362
POLI0072;PLANCHA POLICARBONATO ONDULADA TRANSP O/ZINC 0,7 0,81X 3,0 MT (PC102301);13189
POLI0074;PLANCHA POLICARBONATO ONDULADA BRONCE O/ZINC 0,7 MM 0,81X 3,0 MT (PC102305);13189
POLI0076;PLANCHA POLICARBONATO ONDULADA OPAL O/ZINC 0,7 0,81X 3,0 MT (PC102304);13189
